name,cntry,trstprl,trstlgl,stfeco,Entity,CPI,PPS
ESS11e03,AT,1.0,1.0,2.0,Austria,67.0,-0.233
ESS11e03,AT,3.0,6.0,0.0,Austria,67.0,-0.233
ESS11e03,AT,4.0,7.0,8.0,Austria,67.0,-0.233
ESS11e03,AT,9.0,7.0,7.0,Austria,67.0,-0.233
ESS11e03,AT,2.0,3.0,1.0,Austria,67.0,-0.233
ESS11e03,AT,0.0,3.0,5.0,Austria,67.0,-0.233
ESS11e03,AT,4.0,2.0,0.0,Austria,67.0,-0.233
ESS11e03,AT,9.0,10.0,4.0,Austria,67.0,-0.233
ESS11e03,AT,4.0,7.0,9.0,Austria,67.0,-0.233
ESS11e03,AT,1.0,5.0,3.0,Austria,67.0,-0.233
ESS11e03,AT,3.0,8.0,1.0,Austria,67.0,-0.233
ESS11e03,AT,4.0,5.0,9.0,Austria,67.0,-0.233
ESS11e03,AT,0.0,8.0,3.0,Austria,67.0,-0.233
