name,cntry,dweight,pspwght,pweight,anweight,trstprl,trstlgl
ESS11e03,BG,0.71732265,0.3559513,0.24717692,0.087982945,2,3
ESS11e03,BG,0.7348442,1.032326,0.24717692,0.25516716,0,4
ESS11e03,BG,1.166805,1.6256839,0.24717692,0.4018315,4,0
ESS11e03,BG,0.48944935,0.58762276,0.24717692,0.14524677,3,5
ESS11e03,BG,0.73557943,0.78385866,0.24717692,0.19375177,1,1
ESS11e03,BG,1.1668059,1.3048694,0.24717692,0.32253358,0,3
ESS11e03,BG,0.71732265,0.9943559,0.24717692,0.24578182,0,0
ESS11e03,BG,1.1668059,1.1548873,0.24717692,0.2854615,3,5
ESS11e03,BG,0.77787,0.7271435,0.24717692,0.17973308,4,6
ESS11e03,BG,0.6668336,0.8919448,0.24717692,0.22046816,5,9
ESS11e03,BG,0.6965975,1.0043434,0.24717692,0.2482505,0,0
ESS11e03,BG,0.67696905,0.4078322,0.24717692,0.100806706,4,7
ESS11e03,BG,0.9788987,0.51708734,0.24717692,0.12781206,0,2
ESS11e03,BG,1.1668059,1.4717321,0.24717692,0.3637782,0,0
ESS11e03,BG,1.7502089,0.9085645,0.24717692,0.22457616,3,5
ESS11e03,BG,0.6965975,0.68948203,0.24717692,0.17042404,2,2
ESS11e03,BG,1.1668059,1.6786592,0.24717692,0.41492578,3,6
ESS11e03,BG,0.7165496,0.6579722,0.24717692,0.16263554,0,0
ESS11e03,BG,0.7341741,1.3919939,0.24717692,0.34406874,0,0
ESS11e03,BG,1.1668059,1.1548873,0.24717692,0.2854615,1,3
ESS11e03,BG,0.6877385,1.0109763,0.24717692,0.24989,88,88
ESS11e03,BG,1.7502089,1.3997275,0.24717692,0.34598032,3,5
ESS11e03,BG,0.74322873,0.6824704,0.24717692,0.16869092,4,5
ESS11e03,BG,1.1668059,1.0855386,0.24717692,0.26832008,0,0
ESS11e03,BG,1.1668059,1.1548873,0.24717692,0.2854615,0,4
ESS11e03,BG,0.7165496,1.3585776,0.24717692,0.33580902,0,3
ESS11e03,BG,0.67360014,0.5832747,0.24717692,0.14417204,3,5
ESS11e03,BG,0.7617088,1.1257179,0.24717692,0.27825147,0,0
ESS11e03,BG,0.7348443,0.40064725,0.24717692,0.09903075,3,3
ESS11e03,BG,0.6877384,0.6315164,0.24717692,0.15609626,8,7
ESS11e03,BG,0.7351934,0.64155674,0.24717692,0.15857801,0,0
ESS11e03,BG,1.1668059,1.4717321,0.24717692,0.3637782,1,0
ESS11e03,BG,1.1668059,1.0855386,0.24717692,0.26832008,5,5
ESS11e03,BG,1.1668059,1.100042,0.24717692,0.27190498,5,7
ESS11e03,BG,1.1668059,1.2490764,0.24717692,0.30874282,3,10
ESS11e03,BG,0.7165496,0.8602748,0.24717692,0.21264006,3,4
ESS11e03,BG,1.1668059,1.0714203,0.24717692,0.26483035,3,3
ESS11e03,BG,0.6862659,0.98944724,0.24717692,0.24456851,4,6
ESS11e03,BG,1.1668059,0.63615865,0.24717692,0.15724373,2,5
ESS11e03,BG,1.55574,1.2849163,0.24717692,0.31760162,5,7
ESS11e03,BG,0.6877384,0.6315164,0.24717692,0.15609626,5,4
ESS11e03,BG,0.725789,0.6752383,0.24717692,0.16690332,0,3
ESS11e03,BG,1.1668059,1.0855386,0.24717692,0.26832008,2,3
ESS11e03,BG,1.1668059,0.6528961,0.24717692,0.16138084,0,0
ESS11e03,BG,1.166805,1.085538,0.24717692,0.26831993,3,5
ESS11e03,BG,0.6840428,0.38276199,0.24717692,0.09460992,5,5
ESS11e03,BG,1.1668059,1.0103447,0.24717692,0.2497339,6,3
ESS11e03,BG,1.1668059,0.6528961,0.24717692,0.16138084,0,3
ESS11e03,BG,0.684585,0.9901802,0.24717692,0.24474968,2,5
ESS11e03,BG,1.1668059,0.7830676,0.24717692,0.19355622,0,0
ESS11e03,BG,0.684585,0.8263067,0.24717692,0.20424394,4,9
ESS11e03,BG,1.1668059,0.8348578,0.24717692,0.20635757,2,4
ESS11e03,BG,0.7351934,0.3648192,0.24717692,0.09017488,4,2
ESS11e03,BG,1.1668059,0.64733005,0.24717692,0.16000503,2,1
ESS11e03,BG,0.58340293,0.35146436,0.24717692,0.086873874,3,7
ESS11e03,BG,1.55574,2.0920906,0.24717692,0.5171165,3,5
ESS11e03,BG,1.1668059,1.6725142,0.24717692,0.41340688,6,7
ESS11e03,BG,0.7348442,1.1345248,0.24717692,0.28042835,0,0
ESS11e03,BG,0.7158263,1.1951388,0.24717692,0.29541072,7,7
ESS11e03,BG,1.393195,0.79023826,0.24717692,0.19532865,5,9
ESS11e03,BG,0.7041799,0.60975397,0.24717692,0.1507171,5,4
ESS11e03,BG,0.67360014,0.9138518,0.24717692,0.22588307,0,88
ESS11e03,BG,0.6877384,0.55871093,0.24717692,0.13810045,8,8
ESS11e03,BG,1.166805,1.00466,0.24717692,0.24832876,5,7
ESS11e03,BG,0.67360014,0.9337477,0.24717692,0.23080087,0,88
ESS11e03,BG,1.1668059,1.2530524,0.24717692,0.3097256,5,3
ESS11e03,BG,0.6668336,0.8919448,0.24717692,0.22046816,5,7
ESS11e03,BG,1.1668059,1.1340269,0.24717692,0.28030527,1,5
ESS11e03,BG,0.6877384,0.55871093,0.24717692,0.13810045,3,2
ESS11e03,BG,0.7348442,0.4006472,0.24717692,0.09903073,1,88
ESS11e03,BG,0.6477538,0.97875696,0.24717692,0.24192612,0,3
ESS11e03,BG,1.166805,0.9478992,0.24717692,0.2342988,7,9
ESS11e03,BG,0.725789,0.59278506,0.24717692,0.14652278,3,3
ESS11e03,BG,0.68626577,0.78766114,0.24717692,0.19469164,5,10
ESS11e03,BG,1.1668059,1.3392009,0.24717692,0.33101952,4,8
ESS11e03,BG,1.1668059,1.1340269,0.24717692,0.28030527,5,5
ESS11e03,BG,1.1668059,1.3392009,0.24717692,0.33101952,5,5
ESS11e03,BG,0.7348442,0.7086922,0.24717692,0.17517234,3,3
ESS11e03,BG,0.6862659,0.98944724,0.24717692,0.24456851,4,6
ESS11e03,BG,1.1668059,1.0907161,0.24717692,0.26959983,0,0
ESS11e03,BG,2.3336117,2.5061047,0.24717692,0.6194512,6,7
ESS11e03,BG,0.7252523,0.7048779,0.24717692,0.17422955,0,5
ESS11e03,BG,0.6840428,0.6394352,0.24717692,0.1580536,6,7
ESS11e03,BG,0.7252523,0.94815767,0.24717692,0.23436268,1,4
ESS11e03,BG,1.0260643,0.8985001,0.24717692,0.22208847,1,3
ESS11e03,BG,0.67360014,0.33553514,0.24717692,0.08293654,2,6
ESS11e03,BG,0.68626577,0.88810223,0.24717692,0.21951836,4,7
ESS11e03,BG,1.1668059,1.1340269,0.24717692,0.28030527,1,3
ESS11e03,BG,1.166805,0.8950947,0.24717692,0.22124673,6,9
ESS11e03,BG,1.1668059,1.6822821,0.24717692,0.41582128,5,7
ESS11e03,BG,1.1668059,0.6163463,0.24717692,0.15234657,5,5
ESS11e03,BG,0.74322873,0.99412966,0.24717692,0.2457259,3,7
ESS11e03,BG,1.1517568,1.1107675,0.24717692,0.27455607,3,7
ESS11e03,BG,1.1668059,0.63615865,0.24717692,0.15724373,1,1
ESS11e03,BG,0.91899174,0.795761,0.24717692,0.19669375,0,2
ESS11e03,BG,1.7502089,0.9965423,0.24717692,0.24632224,2,6
ESS11e03,BG,0.72472686,0.7173241,0.24717692,0.17730595,1,3
ESS11e03,BG,0.6668336,0.6123206,0.24717692,0.15135151,6,8
ESS11e03,BG,1.1668059,0.66436154,0.24717692,0.16421483,5,10
ESS11e03,BG,1.1668059,0.8938654,0.24717692,0.22094288,4,6
ESS11e03,BG,1.55574,3.7709947,0.24717692,0.9321028,1,5
ESS11e03,BG,1.1668059,1.0797479,0.24717692,0.26688874,2,3
ESS11e03,BG,1.1668059,1.0103447,0.24717692,0.2497339,4,3
ESS11e03,BG,2.3336117,2.0434885,0.24717692,0.5051032,0,0
ESS11e03,BG,2.3336117,2.3097746,0.24717692,0.570923,3,6
ESS11e03,BG,1.1668059,3.1250954,0.24717692,0.7724514,0,0
ESS11e03,BG,1.1668059,0.9478999,0.24717692,0.23429896,3,2
ESS11e03,BG,0.676969,0.55912197,0.24717692,0.13820204,0,6
ESS11e03,BG,1.1668059,1.6725142,0.24717692,0.41340688,0,0
ESS11e03,BG,1.1668059,1.6822821,0.24717692,0.41582128,2,6
ESS11e03,BG,1.1668059,0.6448609,0.24717692,0.15939473,6,0
ESS11e03,BG,1.1668059,1.0797479,0.24717692,0.26688874,4,3
ESS11e03,BG,0.7432287,0.6877747,0.24717692,0.17000203,5,6
ESS11e03,BG,0.7578051,0.37096512,0.24717692,0.09169401,0,0
ESS11e03,BG,2.3336117,1.2114191,0.24717692,0.29943484,5,5
ESS11e03,BG,0.6965976,0.38978717,0.24717692,0.096346386,0,0
ESS11e03,BG,0.73557943,0.78995097,0.24717692,0.19525763,3,3
ESS11e03,BG,0.7252523,0.5651504,0.24717692,0.13969213,3,7
ESS11e03,BG,0.6877384,0.7323027,0.24717692,0.18100832,0,88
ESS11e03,BG,1.1668059,0.6528961,0.24717692,0.16138084,3,5
ESS11e03,BG,1.1668059,1.5099733,0.24717692,0.37323052,0,0
ESS11e03,BG,0.68626577,0.6792557,0.24717692,0.16789633,1,6
ESS11e03,BG,1.1668059,1.1638635,0.24717692,0.28768018,0,2
ESS11e03,BG,0.4776997,0.43864813,0.24717692,0.10842369,0,0
ESS11e03,BG,1.1668059,0.608958,0.24717692,0.15052035,4,4
ESS11e03,BG,1.1668059,1.6725142,0.24717692,0.41340688,0,0
ESS11e03,BG,2.3336117,1.6697156,0.24717692,0.41271514,3,2
ESS11e03,BG,0.725789,0.5193071,0.24717692,0.12836072,2,3
ESS11e03,BG,0.7684755,0.92756414,0.24717692,0.22927244,3,2
ESS11e03,BG,1.4585063,1.6512352,0.24717692,0.40814722,3,1
ESS11e03,BG,1.1668059,0.8950953,0.24717692,0.22124688,4,8
ESS11e03,BG,1.166805,1.5606979,0.24717692,0.38576847,2,6
ESS11e03,BG,1.1022664,1.0713009,0.24717692,0.26480085,4,6
ESS11e03,BG,1.1668059,0.6448609,0.24717692,0.15939473,3,2
ESS11e03,BG,0.8751039,1.1741668,0.24717692,0.2902269,9,10
ESS11e03,BG,1.1668059,0.60570955,0.24717692,0.14971742,0,0
ESS11e03,BG,1.1668059,0.6448609,0.24717692,0.15939473,6,5
ESS11e03,BG,1.1668059,0.8348578,0.24717692,0.20635757,3,5
ESS11e03,BG,1.1668059,1.8014297,0.24717692,0.44527185,0,0
ESS11e03,BG,0.76170886,0.70319104,0.24717692,0.17381258,5,3
ESS11e03,BG,1.1668059,1.8111981,0.24717692,0.44768634,2,2
ESS11e03,BG,1.166805,1.5099721,0.24717692,0.37323025,2,7
ESS11e03,BG,0.725789,0.6752383,0.24717692,0.16690332,3,5
ESS11e03,BG,1.114843,1.3384578,0.24717692,0.33083588,0,6
ESS11e03,BG,2.3336117,1.3057922,0.24717692,0.32276168,6,9
ESS11e03,BG,1.1668059,1.2490764,0.24717692,0.30874282,3,5
ESS11e03,BG,0.7684755,0.82265997,0.24717692,0.20334254,6,7
ESS11e03,BG,0.71654963,0.66308635,0.24717692,0.16389963,3,4
ESS11e03,BG,1.1668059,0.64733005,0.24717692,0.16000503,5,3
ESS11e03,BG,0.67360014,0.84963506,0.24717692,0.21001017,0,0
ESS11e03,BG,1.1668059,1.3392009,0.24717692,0.33101952,4,7
ESS11e03,BG,0.8956869,0.8224653,0.24717692,0.20329443,1,2
ESS11e03,BG,0.7158263,1.1951388,0.24717692,0.29541072,3,4
ESS11e03,BG,0.7348442,0.7086922,0.24717692,0.17517234,0,0
ESS11e03,BG,1.1668059,0.60570955,0.24717692,0.14971742,5,2
ESS11e03,BG,0.68626577,1.0874006,0.24717692,0.26878032,0,5
ESS11e03,BG,1.1668059,1.4008433,0.24717692,0.3462561,0,0
ESS11e03,BG,0.76170886,1.125718,0.24717692,0.2782515,6,88
ESS11e03,BG,0.6965975,0.6099938,0.24717692,0.15077639,0,0
ESS11e03,BG,0.7341741,0.88143444,0.24717692,0.21787024,4,5
ESS11e03,BG,0.7252523,0.91449434,0.24717692,0.22604188,2,3
ESS11e03,BG,0.7348442,0.7142003,0.24717692,0.17653383,3,88
ESS11e03,BG,1.1668059,0.6172883,0.24717692,0.15257941,1,1
ESS11e03,BG,0.6965976,0.53438306,0.24717692,0.13208716,0,0
ESS11e03,BG,1.1668059,1.0217443,0.24717692,0.2525516,6,10
ESS11e03,BG,0.68626577,0.6792557,0.24717692,0.16789633,1,3
ESS11e03,BG,0.6477538,1.5701054,0.24717692,0.3880938,2,3
ESS11e03,BG,1.7502089,3.5769086,0.24717692,0.8841292,0,0
ESS11e03,BG,1.1668059,0.66182745,0.24717692,0.16358846,3,4
ESS11e03,BG,0.725789,0.6700308,0.24717692,0.16561614,1,2
ESS11e03,BG,1.1668059,0.7029287,0.24717692,0.17374775,8,6
ESS11e03,BG,1.1668053,1.441825,0.24717692,0.35638586,4,8
ESS11e03,BG,0.72472686,0.7228992,0.24717692,0.178684,3,8
ESS11e03,BG,0.5732396,1.0868621,0.24717692,0.26864722,3,1
ESS11e03,BG,1.0870903,0.8693992,0.24717692,0.2148954,3,7
ESS11e03,BG,1.7502089,1.3997275,0.24717692,0.34598032,1,4
ESS11e03,BG,0.6965976,0.9985118,0.24717692,0.24680907,0,0
ESS11e03,BG,0.71732265,0.8995303,0.24717692,0.22234312,0,0
ESS11e03,BG,0.7578051,0.6612885,0.24717692,0.16345525,2,4
ESS11e03,BG,1.1668059,1.0103447,0.24717692,0.2497339,0,2
ESS11e03,BG,0.3674221,0.46329463,0.24717692,0.11451574,1,0
ESS11e03,BG,0.6965976,0.65117115,0.24717692,0.16095448,0,0
ESS11e03,BG,0.7158263,0.59121484,0.24717692,0.14613466,0,7
ESS11e03,BG,0.6965976,0.38978717,0.24717692,0.096346386,5,5
ESS11e03,BG,0.6840428,1.0838786,0.24717692,0.26790977,2,6
ESS11e03,BG,0.1719346,0.25274405,0.24717692,0.062472492,5,88
ESS11e03,BG,0.67360014,0.33425528,0.24717692,0.08262019,3,4
ESS11e03,BG,0.71654963,0.5316433,0.24717692,0.13140994,0,2
ESS11e03,BG,0.4772175,1.2781477,0.24717692,0.3159286,5,4
ESS11e03,BG,1.1668059,0.66182745,0.24717692,0.16358846,6,10
ESS11e03,BG,1.1668059,1.6296383,0.24717692,0.40280896,0,5
ESS11e03,BG,1.1668059,0.6528961,0.24717692,0.16138084,4,8
ESS11e03,BG,0.5873393,0.7311047,0.24717692,0.1807122,3,3
ESS11e03,BG,0.68318623,1.1406432,0.24717692,0.28194067,0,1
ESS11e03,BG,0.7252523,0.6994416,0.24717692,0.17288582,2,2
ESS11e03,BG,1.55574,2.0338953,0.24717692,0.5027319,3,5
ESS11e03,BG,0.7165496,0.3770619,0.24717692,0.093201,4,5
ESS11e03,BG,1.1668059,1.0855386,0.24717692,0.26832008,4,4
ESS11e03,BG,1.1668059,1.0714203,0.24717692,0.26483035,3,0
ESS11e03,BG,1.1668059,0.66182745,0.24717692,0.16358846,5,6
ESS11e03,BG,0.75780505,1.0504727,0.24717692,0.2596526,0,0
ESS11e03,BG,0.7165496,0.66308624,0.24717692,0.1638996,0,0
ESS11e03,BG,0.72472686,1.0448996,0.24717692,0.25827506,2,7
ESS11e03,BG,1.166805,0.6172878,0.24717692,0.1525793,5,8
ESS11e03,BG,0.6831861,1.1654764,0.24717692,0.28807887,5,10
ESS11e03,BG,0.71654963,0.66308635,0.24717692,0.16389963,1,4
ESS11e03,BG,1.166805,0.933151,0.24717692,0.23065338,2,6
ESS11e03,BG,1.1668059,0.8950953,0.24717692,0.22124688,0,0
ESS11e03,BG,1.1668059,1.3392009,0.24717692,0.33101952,0,0
ESS11e03,BG,0.7684755,1.033412,0.24717692,0.2554356,4,5
ESS11e03,BG,0.7351934,0.9219404,0.24717692,0.22788237,5,10
ESS11e03,BG,0.6862659,0.98944724,0.24717692,0.24456851,2,0
ESS11e03,BG,0.7165496,0.5821168,0.24717692,0.14388582,2,3
ESS11e03,BG,0.643259,0.3648648,0.24717692,0.09018615,1,2
ESS11e03,BG,0.74322873,0.6824704,0.24717692,0.16869092,2,6
ESS11e03,BG,0.7165496,0.5099613,0.24717692,0.12605067,3,4
ESS11e03,BG,1.1668059,0.8721488,0.24717692,0.21557505,0,2
ESS11e03,BG,0.676969,0.6813168,0.24717692,0.16840579,4,6
ESS11e03,BG,1.1668059,1.100042,0.24717692,0.27190498,5,8
ESS11e03,BG,0.77787,0.44121793,0.24717692,0.10905889,4,8
ESS11e03,BG,1.1668054,1.8111975,0.24717692,0.4476862,0,3
ESS11e03,BG,0.7341741,1.0792367,0.24717692,0.2667624,0,0
ESS11e03,BG,1.1668059,1.5516372,0.24717692,0.3835289,1,3
ESS11e03,BG,1.1668053,1.441825,0.24717692,0.35638586,7,8
ESS11e03,BG,1.1668059,1.0181977,0.24717692,0.25167495,5,3
ESS11e03,BG,1.1668059,1.0103447,0.24717692,0.2497339,0,3
ESS11e03,BG,0.65152204,0.9423581,0.24717692,0.23292916,3,5
ESS11e03,BG,0.77787,1.006648,0.24717692,0.24882013,5,6
ESS11e03,BG,0.6965976,0.6894821,0.24717692,0.17042406,0,3
ESS11e03,BG,1.1668053,1.5516363,0.24717692,0.38352868,3,2
ESS11e03,BG,1.7502089,2.0088012,0.24717692,0.49652928,3,8
ESS11e03,BG,1.7502089,1.4455317,0.24717692,0.35730207,4,8
ESS11e03,BG,0.7341741,1.0792367,0.24717692,0.2667624,0,88
ESS11e03,BG,2.3336117,2.200084,0.24717692,0.54380995,1,3
ESS11e03,BG,0.6477538,0.90469575,0.24717692,0.2236199,0,2
ESS11e03,BG,0.35827482,0.8268641,0.24717692,0.20438172,1,1
ESS11e03,BG,0.6965976,1.0043435,0.24717692,0.24825053,0,3
ESS11e03,BG,1.1668059,0.6163463,0.24717692,0.15234657,4,2
ESS11e03,BG,1.1668059,1.3209891,0.24717692,0.326518,1,1
ESS11e03,BG,1.166805,1.6391543,0.24717692,0.40516108,0,3
ESS11e03,BG,0.7252523,1.0188509,0.24717692,0.25183642,0,2
ESS11e03,BG,0.7041799,0.4926827,0.24717692,0.121779785,1,1
ESS11e03,BG,1.166805,1.3391999,0.24717692,0.33101928,8,10
ESS11e03,BG,2.3336117,3.6976514,0.24717692,0.91397405,0,0
ESS11e03,BG,1.1668059,0.60570955,0.24717692,0.14971742,0,0
ESS11e03,BG,1.55574,1.1542792,0.24717692,0.28531116,88,88
ESS11e03,BG,1.1668059,0.7029287,0.24717692,0.17374775,4,6
ESS11e03,BG,0.6862659,0.8881024,0.24717692,0.21951841,4,5
ESS11e03,BG,0.8981336,0.6880413,0.24717692,0.17006794,3,7
ESS11e03,BG,1.1022663,1.0713007,0.24717692,0.26480082,4,6
ESS11e03,BG,0.725789,1.0497775,0.24717692,0.25948077,4,2
ESS11e03,BG,1.1668059,0.6196518,0.24717692,0.15316361,6,4
ESS11e03,BG,1.0448964,1.4977679,0.24717692,0.37021366,0,0
ESS11e03,BG,0.74322873,0.6877748,0.24717692,0.17000204,5,8
ESS11e03,BG,1.166805,0.6528956,0.24717692,0.16138072,1,6
ESS11e03,BG,1.166805,1.5099721,0.24717692,0.37323025,3,6
ESS11e03,BG,0.73557943,0.78995097,0.24717692,0.19525763,4,2
ESS11e03,BG,2.3336117,3.6223962,0.24717692,0.8953727,4,2
ESS11e03,BG,1.166805,1.1742986,0.24717692,0.2902595,5,5
ESS11e03,BG,0.6831861,1.1406429,0.24717692,0.28194058,10,10
ESS11e03,BG,1.166805,1.5655557,0.24717692,0.3869692,5,5
ESS11e03,BG,1.166805,1.5099721,0.24717692,0.37323025,3,8
ESS11e03,BG,0.68626577,0.983702,0.24717692,0.24314842,0,0
ESS11e03,BG,1.1668059,0.8950953,0.24717692,0.22124688,0,2
ESS11e03,BG,1.166805,0.60570914,0.24717692,0.14971732,3,4
ESS11e03,BG,0.7617088,1.0243125,0.24717692,0.2531864,1,2
ESS11e03,BG,0.67360014,0.3297446,0.24717692,0.081505254,0,0
ESS11e03,BG,0.643259,0.3599411,0.24717692,0.08896913,2,1
ESS11e03,BG,1.166805,0.66436106,0.24717692,0.16421472,6,8
ESS11e03,BG,0.68626595,0.6009468,0.24717692,0.14854017,7,9
ESS11e03,BG,0.6965975,0.99851173,0.24717692,0.24680905,0,10
ESS11e03,BG,1.1668053,0.8657098,0.24717692,0.21398346,3,88
ESS11e03,BG,1.7502089,0.9245194,0.24717692,0.22851986,7,9
ESS11e03,BG,1.1668059,0.61399525,0.24717692,0.15176545,0,3
ESS11e03,BG,1.1668059,1.0797479,0.24717692,0.26688874,0,0
ESS11e03,BG,1.1668059,1.1548873,0.24717692,0.2854615,0,5
ESS11e03,BG,2.3336117,2.9434643,0.24717692,0.7275564,2,3
ESS11e03,BG,1.166805,0.909229,0.24717692,0.22474042,5,7
ESS11e03,BG,1.1668059,0.6528961,0.24717692,0.16138084,7,9
ESS11e03,BG,0.676969,0.7270083,0.24717692,0.17969966,6,7
ESS11e03,BG,0.7041799,0.6144932,0.24717692,0.15188853,0,5
ESS11e03,BG,0.71732265,0.6259621,0.24717692,0.15472338,0,5
ESS11e03,BG,2.3336117,2.6784017,0.24717692,0.66203904,5,8
ESS11e03,BG,0.73557943,1.6185074,0.24717692,0.40005764,5,7
ESS11e03,BG,0.7041799,0.9761374,0.24717692,0.24127862,0,5
ESS11e03,BG,1.1668059,0.60570955,0.24717692,0.14971742,5,8
ESS11e03,BG,0.38423774,0.516706,0.24717692,0.1277178,5,4
ESS11e03,BG,0.7351934,0.9974133,0.24717692,0.24653754,1,4
ESS11e03,BG,0.7252523,0.6994416,0.24717692,0.17288582,0,0
ESS11e03,BG,1.1668059,0.8938654,0.24717692,0.22094288,3,2
ESS11e03,BG,0.68626577,0.6792557,0.24717692,0.16789633,0,0
ESS11e03,BG,1.1668059,0.608958,0.24717692,0.15052035,3,3
ESS11e03,BG,1.1668059,0.66182745,0.24717692,0.16358846,5,6
ESS11e03,BG,1.166805,1.0797473,0.24717692,0.26688862,0,0
ESS11e03,BG,0.6877385,0.9145657,0.24717692,0.22605951,0,0
ESS11e03,BG,0.7432287,0.5514376,0.24717692,0.13630265,2,6
ESS11e03,BG,1.1668059,1.8094316,0.24717692,0.4472497,4,8
ESS11e03,BG,0.6668336,0.80058676,0.24717692,0.19788656,7,8
ESS11e03,BG,1.1668059,1.7152059,0.24717692,0.42395929,2,5
ESS11e03,BG,2.3336117,1.3057922,0.24717692,0.32276168,3,7
ESS11e03,BG,0.36708704,0.33969784,0.24717692,0.08396546,0,1
ESS11e03,BG,0.65152204,0.87613815,0.24717692,0.21656112,0,0
ESS11e03,BG,1.0448964,0.91499096,0.24717692,0.22616464,7,9
ESS11e03,BG,1.1668059,0.64733005,0.24717692,0.16000503,4,7
ESS11e03,BG,0.7252523,0.7048779,0.24717692,0.17422955,0,5
ESS11e03,BG,1.1668059,1.0855386,0.24717692,0.26832008,0,5
ESS11e03,BG,0.6965975,0.6948409,0.24717692,0.17174862,3,5
ESS11e03,BG,0.725789,0.6700308,0.24717692,0.16561614,0,0
ESS11e03,BG,1.1668053,1.1000415,0.24717692,0.27190486,0,2
ESS11e03,BG,0.6965975,0.5571032,0.24717692,0.13770305,5,5
ESS11e03,BG,0.36708704,0.5396184,0.24717692,0.1333812,0,0
ESS11e03,BG,1.166805,1.0217434,0.24717692,0.25255138,0,0
ESS11e03,BG,2.3336117,1.9084102,0.24717692,0.47171494,0,0
ESS11e03,BG,0.6862659,0.98944724,0.24717692,0.24456851,4,5
ESS11e03,BG,1.1668053,0.7152721,0.24717692,0.17679876,2,2
ESS11e03,BG,1.1668059,1.242413,0.24717692,0.30709583,3,8
ESS11e03,BG,0.6477538,0.62470114,0.24717692,0.1544117,0,5
ESS11e03,BG,1.1668059,1.0907161,0.24717692,0.26959983,3,5
ESS11e03,BG,1.166805,1.672513,0.24717692,0.4134066,0,0
ESS11e03,BG,1.1668059,0.66182745,0.24717692,0.16358846,4,7
ESS11e03,BG,1.1668059,0.7125442,0.24717692,0.17612447,3,9
ESS11e03,BG,1.1668059,0.66182745,0.24717692,0.16358846,5,9
ESS11e03,BG,2.3336117,2.1814322,0.24717692,0.53919965,7,10
ESS11e03,BG,1.1668059,1.0103447,0.24717692,0.2497339,5,4
ESS11e03,BG,1.1668059,1.0771667,0.24717692,0.26625073,2,5
ESS11e03,BG,0.68626577,0.3892588,0.24717692,0.096215785,5,4
ESS11e03,BG,0.8981336,1.1328465,0.24717692,0.2800135,0,0
ESS11e03,BG,1.55574,3.0979638,0.24717692,0.7657451,4,7
ESS11e03,BG,0.7348442,0.7142003,0.24717692,0.17653383,3,0
ESS11e03,BG,1.0870903,1.5673494,0.24717692,0.38741258,2,7
ESS11e03,BG,0.71732265,0.97316855,0.24717692,0.2405448,0,0
ESS11e03,BG,1.1668059,0.6528961,0.24717692,0.16138084,5,8
ESS11e03,BG,1.1668059,1.0855386,0.24717692,0.26832008,0,4
ESS11e03,BG,1.1668059,0.6528961,0.24717692,0.16138084,4,4
ESS11e03,BG,0.67360014,0.58780813,0.24717692,0.1452926,4,2
ESS11e03,BG,1.7502089,0.9927409,0.24717692,0.24538264,3,6
ESS11e03,BG,0.676969,0.7214012,0.24717692,0.17831372,5,5
ESS11e03,BG,0.3438692,0.4572828,0.24717692,0.11302975,4,2
ESS11e03,BG,0.643259,0.36626187,0.24717692,0.090531476,2,2
ESS11e03,BG,0.7165496,0.89194226,0.24717692,0.22046754,2,88
ESS11e03,BG,1.7502089,2.3410482,0.24717692,0.5786531,0,0
ESS11e03,BG,1.1668053,0.9331512,0.24717692,0.23065342,5,5
ESS11e03,BG,0.725789,0.37879056,0.24717692,0.09362828,0,0
ESS11e03,BG,0.7617088,1.1017315,0.24717692,0.2723226,6,1
ESS11e03,BG,0.7158263,1.2211587,0.24717692,0.30184224,7,7
ESS11e03,BG,0.725789,0.6752383,0.24717692,0.16690332,0,0
ESS11e03,BG,1.166805,2.902658,0.24717692,0.71747005,0,0
ESS11e03,BG,0.7684755,1.1115189,0.24717692,0.2747418,5,6
ESS11e03,BG,1.1668059,0.66436154,0.24717692,0.16421483,1,3
ESS11e03,BG,0.6877384,0.7323027,0.24717692,0.18100832,6,5
ESS11e03,BG,0.72472686,0.7173241,0.24717692,0.17730595,3,9
ESS11e03,BG,0.70008326,0.42175707,0.24717692,0.10424861,4,5
ESS11e03,BG,0.7348442,0.92658925,0.24717692,0.22903147,0,0
ESS11e03,BG,0.7341741,1.0792367,0.24717692,0.2667624,3,10
ESS11e03,BG,1.1668059,1.0797479,0.24717692,0.26688874,2,2
ESS11e03,BG,0.725789,1.383476,0.24717692,0.34196332,3,5
ESS11e03,BG,1.1668059,1.6876619,0.24717692,0.41715103,4,4
ESS11e03,BG,0.7252523,0.3954176,0.24717692,0.0977381,3,2
ESS11e03,BG,2.3336117,3.3645642,0.24717692,0.83164257,4,7
ESS11e03,BG,1.1668059,0.6528961,0.24717692,0.16138084,0,3
ESS11e03,BG,1.166805,1.5254213,0.24717692,0.3770489,5,8
ESS11e03,BG,0.67360014,0.5832747,0.24717692,0.14417204,3,1
ESS11e03,BG,1.1668059,1.4712639,0.24717692,0.36366245,4,1
ESS11e03,BG,1.1668059,0.7152726,0.24717692,0.17679887,3,2
ESS11e03,BG,1.1668059,1.6725142,0.24717692,0.41340688,1,5
ESS11e03,BG,1.55574,1.2849163,0.24717692,0.31760162,0,2
ESS11e03,BG,1.1033691,1.5372999,0.24717692,0.37998503,2,2
ESS11e03,BG,1.1668059,0.8950953,0.24717692,0.22124688,5,9
ESS11e03,BG,1.1668059,0.66182745,0.24717692,0.16358846,4,7
