name,cntry,dweight,pspwght,pweight,anweight,trstprl,trstlgl
ESS11e03,AT,2.780307,1.049015,0.33091453,0.34713432,10,10
ESS11e03,AT,0.71400285,0.72108364,0.33091453,0.23861705,2,5
ESS11e03,AT,0.94756085,2.365832,0.33091453,0.78288823,5,6
ESS11e03,AT,1.1403683,0.36140677,0.33091453,0.11959475,0,5
ESS11e03,AT,1.2931796,0.9834084,0.33091453,0.32542413,1,4
ESS11e03,AT,1.0641344,0.60007983,0.33091453,0.19857514,2,5
ESS11e03,AT,0.9926053,1.4569765,0.33091453,0.4821347,8,7
ESS11e03,AT,0.4328124,0.6352953,0.33091453,0.21022843,4,4
ESS11e03,AT,0.9750993,1.431282,0.33091453,0.473632,5,8
ESS11e03,AT,2.0973425,1.741955,0.33091453,0.57643825,3,6
ESS11e03,AT,0.57678473,0.34627417,0.33091453,0.11458715,6,5
ESS11e03,AT,1.181357,0.6298139,0.33091453,0.20841457,5,10
ESS11e03,AT,1.159529,0.36747983,0.33091453,0.12160441,7,8
ESS11e03,AT,0.873454,0.2768162,0.33091453,0.0916025,5,7
ESS11e03,AT,1.5606704,2.3490088,0.33091453,0.77732116,4,8
ESS11e03,AT,0.5811279,0.41944224,0.33091453,0.13879953,5,7
ESS11e03,AT,0.5486541,0.39214122,0.33091453,0.12976523,8,9
ESS11e03,AT,1.8817364,1.2218044,0.33091453,0.40431282,9,9
ESS11e03,AT,0.9641516,0.6054952,0.33091453,0.20036717,5,4
ESS11e03,AT,1.473217,2.0142903,0.33091453,0.6665579,7,7
ESS11e03,AT,0.6494271,0.9112699,0.33091453,0.30155244,6,6
ESS11e03,AT,0.7803352,2.1109917,0.33091453,0.69855785,8,6
ESS11e03,AT,0.45327097,0.150269,0.33091453,0.049726196,2,2
ESS11e03,AT,0.4350144,0.24531043,0.33091453,0.08117678,6,8
ESS11e03,AT,0.4991056,0.29963908,0.33091453,0.09915493,6,6
ESS11e03,AT,0.90939933,0.7443576,0.33091453,0.24631874,10,10
ESS11e03,AT,0.6494272,1.1542931,0.33091453,0.38197234,4,7
ESS11e03,AT,0.6098981,0.20219404,0.33091453,0.06690894,1,2
ESS11e03,AT,0.38490957,0.121986024,0.33091453,0.040366948,5,7
ESS11e03,AT,0.5560615,1.6004356,0.33091453,0.5296074,5,5
ESS11e03,AT,0.90939933,0.74357766,0.33091453,0.24606065,7,9
ESS11e03,AT,0.842804,4.0006237,0.33091453,1.3238645,8,6
ESS11e03,AT,0.41370142,0.2985981,0.33091453,0.09881045,7,7
ESS11e03,AT,1.0968796,0.7839777,0.33091453,0.2594296,5,8
ESS11e03,AT,0.3849096,0.14522731,0.33091453,0.048057828,6,8
ESS11e03,AT,0.53681755,0.8323537,0.33091453,0.27543792,7,8
ESS11e03,AT,0.40374362,1.0080538,0.33091453,0.33357963,4,6
ESS11e03,AT,0.9332868,0.30940458,0.33091453,0.102386475,4,7
ESS11e03,AT,0.45688316,1.6801076,0.33091453,0.55597204,3,5
ESS11e03,AT,0.96694636,0.5805082,0.33091453,0.19209859,9,10
ESS11e03,AT,0.3849096,0.21705578,0.33091453,0.07182691,88,8
ESS11e03,AT,1.8296943,1.4960629,0.33091453,0.49506894,3,9
ESS11e03,AT,0.47420582,0.28469065,0.33091453,0.09420827,5,3
ESS11e03,AT,0.38490957,0.21705574,0.33091453,0.0718269,88,88
ESS11e03,AT,2.3396924,2.3628945,0.33091453,0.78191614,8,8
ESS11e03,AT,1.3094236,0.94510627,0.33091453,0.3127494,7,8
ESS11e03,AT,0.68042654,0.3457754,0.33091453,0.114422105,10,10
ESS11e03,AT,1.1121229,0.3524553,0.33091453,0.11663257,5,7
ESS11e03,AT,1.0736351,1.6647074,0.33091453,0.55087584,10,10
ESS11e03,AT,0.5811279,0.15589425,0.33091453,0.05158767,0,8
ESS11e03,AT,0.7272528,0.27439427,0.33091453,0.09080105,7,8
ESS11e03,AT,1.9338928,0.9827537,0.33091453,0.32520747,6,8
ESS11e03,AT,0.69352174,0.4355381,0.33091453,0.1441259,2,2
ESS11e03,AT,1.0702981,0.54389733,0.33091453,0.17998353,5,7
ESS11e03,AT,0.90654194,0.483302,0.33091453,0.15993166,5,7
ESS11e03,AT,0.40374362,0.5665292,0.33091453,0.18747275,3,7
ESS11e03,AT,0.6494272,0.95325017,0.33091453,0.31544432,4,8
ESS11e03,AT,0.7366085,0.7439129,0.33091453,0.24617158,4,3
ESS11e03,AT,0.83893704,0.22505409,0.33091453,0.074473664,6,7
ESS11e03,AT,0.69352174,0.70039934,0.33091453,0.23177232,4,6
ESS11e03,AT,0.69250387,0.6993712,0.33091453,0.2314321,6,8
ESS11e03,AT,0.46410987,1.6819487,0.33091453,0.55658126,0,3
ESS11e03,AT,0.55908823,0.5646316,0.33091453,0.1868448,3,7
ESS11e03,AT,0.43594596,0.23241466,0.33091453,0.076909386,2,4
ESS11e03,AT,1.1121229,0.3524553,0.33091453,0.11663257,4,5
ESS11e03,AT,0.47378042,0.84209853,0.33091453,0.27866265,2,6
ESS11e03,AT,1.1181765,0.7022248,0.33091453,0.23237638,6,6
ESS11e03,AT,0.65483123,0.3931289,0.33091453,0.13009207,9,9
ESS11e03,AT,0.4991056,0.29963908,0.33091453,0.09915493,6,8
ESS11e03,AT,0.41018692,0.23131004,0.33091453,0.07654385,3,88
ESS11e03,AT,0.9025512,0.48117492,0.33091453,0.15922777,3,3
ESS11e03,AT,0.98635733,0.50124145,0.33091453,0.16586807,9,9
ESS11e03,AT,0.71400285,3.8928704,0.33091453,1.2882074,2,6
ESS11e03,AT,0.4073112,0.24452992,0.33091453,0.080918506,5,8
ESS11e03,AT,1.364956,2.114188,0.33091453,0.69961554,9,9
ESS11e03,AT,1.4504194,0.7370652,0.33091453,0.24390557,6,7
ESS11e03,AT,0.9025512,0.48117492,0.33091453,0.15922777,6,10
ESS11e03,AT,0.50232214,0.73732406,0.33091453,0.24399124,7,6
ESS11e03,AT,1.3608531,1.453712,0.33091453,0.48105443,3,4
ESS11e03,AT,0.9245242,0.24801409,0.33091453,0.08207147,6,8
ESS11e03,AT,1.7134386,1.7304301,0.33091453,0.57262444,3,5
ESS11e03,AT,0.6670056,0.40043828,0.33091453,0.13251084,4,4
ESS11e03,AT,0.5403178,0.83778,0.33091453,0.27723357,7,6
ESS11e03,AT,0.48490664,0.680416,0.33091453,0.22515954,3,8
ESS11e03,AT,0.41601872,0.13791886,0.33091453,0.045639355,1,5
ESS11e03,AT,0.96589863,2.4116232,0.33091453,0.79804116,1,0
ESS11e03,AT,1.1547288,0.945163,0.33091453,0.31276816,5,7
ESS11e03,AT,0.94756085,1.3908609,0.33091453,0.46025607,3,2
ESS11e03,AT,1.9317974,2.7106786,0.33091453,0.89700294,0,5
ESS11e03,AT,0.8146224,0.51159006,0.33091453,0.16929258,5,8
ESS11e03,AT,1.0806355,1.1543726,0.33091453,0.38199866,10,10
ESS11e03,AT,1.3796715,0.37011248,0.33091453,0.122475594,5,7
ESS11e03,AT,0.39378572,0.12479915,0.33091453,0.04129785,5,5
ESS11e03,AT,0.4512756,0.1496074,0.33091453,0.049507264,5,7
ESS11e03,AT,0.7798974,1.1738455,0.33091453,0.38844255,9,8
ESS11e03,AT,1.2197962,0.32722396,0.33091453,0.10828316,7,9
ESS11e03,AT,0.8656501,0.71896714,0.33091453,0.23791668,0,10
ESS11e03,AT,2.0319188,2.7781851,0.33091453,0.9193418,3,8
ESS11e03,AT,1.5571986,0.93486744,0.33091453,0.30936122,5,5
ESS11e03,AT,2.0010166,2.4612052,0.33091453,0.8144486,5,8
ESS11e03,AT,1.6793709,0.8953185,0.33091453,0.2962739,7,8
ESS11e03,AT,0.5487113,0.32941994,0.33091453,0.10900985,5,9
ESS11e03,AT,0.581818,0.9719452,0.33091453,0.3216308,7,9
ESS11e03,AT,0.9658987,2.4116232,0.33091453,0.79804116,4,6
ESS11e03,AT,0.581818,1.8593128,0.33091453,0.6152736,7,9
ESS11e03,AT,0.8729491,0.6935983,0.33091453,0.22952175,7,8
ESS11e03,AT,0.8841213,0.555236,0.33091453,0.18373565,3,7
